iata,airport,city,state,country,man_res,runways,gates
EAN,Phifer Airfield,Wheatland,WY,USA,1352,1352,1352
EAR,Kearney Municipal,Kearney,NE,USA,1353,1353,1353
EAT,Pangborn Memorial,Wenatchee,WA,USA,1354,1354,1354
EAU,Chippewa Valley Regional,Eau Claire,WI,USA,1355,1355,1355
EBS,Webster City Municipal,Webster City,IA,USA,1356,1356,1356
ECG,Elizabeth City CG Air Station/Municipal,Elizabeth City,NC,USA,1357,1357,1357
ECS,Mondell ,Newcastle,WY,USA,1358,1358,1358
EDE,Edenton Municipal,Edenton,NC,USA,1359,1359,1359
EDN,Enterprise Municipal,Enterprise,AL,USA,1360,1360,1360
EED,Needles,Needles,CA,USA,1361,1361,1361
EEK,Eek,Eek,AK,USA,1362,1362,1362
EEN,Dillant-Hopkins,Keene,NH,USA,1363,1363,1363
EEO,Meeker,Meeker,CO,USA,1364,1364,1364
EET,Shelby County,Alabaster,AL,USA,1365,1365,1365
EFC,Belle Fourche Municipal,Belle Fourche,SD,USA,1366,1366,1366
EFD,Ellington ,Houston,TX,USA,1367,1367,1367
EFK,Newport State,Newport,VT,USA,1368,1368,1368
EFT,Monroe Municipal,Monroe,WI,USA,1369,1369,1369
EFW,Jefferson Municipal,Jefferson,IA,USA,1370,1370,1370
EGE,Eagle County Regional,Eagle,CO,USA,1371,1371,1371
EGQ,Emmetsburg Municipal,Emmetsburg,IA,USA,1372,1372,1372
EGT,Wellington Municipal,Wellington,KS,USA,1373,1373,1373
EGV,Eagle River Union,Eagle River,WI,USA,1374,1374,1374
EHA,Elkhart-Morton County,Elkhart,KS,USA,1375,1375,1375
EHO,Shelby Municipal,Shelby,NC,USA,1376,1376,1376
EHR,Henderson City-County,Henderson,KY,USA,1377,1377,1377
EII,Egegik,Egegik,AK,USA,1378,1378,1378
EIW,County Memorial,New Madrid,MO,USA,1379,1379,1379
EKA,Murray ,Eureka,CA,USA,1380,1380,1380
EKM,Elkhart Municipal,Elkhart,IN,USA,1381,1381,1381
EKN,Elkins-Randolph Co-Jennings Randolph,Elkins,WV,USA,1382,1382,1382
EKO,Elko Regional,Elko,NV,USA,1383,1383,1383
EKQ,Wayne County,Monticello,KY,USA,1384,1384,1384
EKX,Elizabethtown,Elizabethtown,KY,USA,1385,1385,1385
EKY,Bessemer Municipal,Bessemer,AL,USA,1386,1386,1386
ELA,Eagle Lake Municipal,Eagle Lake,TX,USA,1387,1387,1387
ELD,South Arkansas Regional At Goodwin ,El Dorado,AR,USA,1388,1388,1388
ELI,Elim,Elim,AK,USA,1389,1389,1389
ELK,Elk City Municipal,Elk City,OK,USA,1390,1390,1390
ELM,Elmira/Corning Regional,Elmira,NY,USA,1391,1391,1391
ELN,Bowers ,Ellensburg,WA,USA,1392,1392,1392
ELO,Ely Municipal,Ely,MN,USA,1393,1393,1393
ELP,El Paso International,El Paso,TX,USA,1394,1394,1394
ELV,Elfin Cove SPB,Elfin Cove,AK,USA,1395,1395,1395
ELY,Ely Arpt (Yelland ),Ely,NV,USA,1396,1396,1396
ELZ,Wellsville Muni Tarantine,Wellsville,NY,USA,1397,1397,1397
EMM,Kemmerer Municipal,Kemmerer,WY,USA,1398,1398,1398
EMP,Emporia Municipal,Emporia,KS,USA,1399,1399,1399
EMT,El Monte,El Monte,CA,USA,1400,1400,1400
EMV,Emporia-Greensville Regional,Emporia,VA,USA,1401,1401,1401
ENA,Kenai Municipal,Kenai,AK,USA,1402,1402,1402
ENL,Centralia Municipal,Centralia,IL,USA,1403,1403,1403
ENM,Emmonak,Emmonak,AK,USA,1404,1404,1404
ENN,Nenana Municipal,Nenana,AK,USA,1405,1405,1405
ENV,Wendover,Wendover,UT,USA,1406,1406,1406
ENW,Kenosha Regional,Kenosha,WI,USA,1407,1407,1407
EOK,Keokuk Municipal,Keokuk,IA,USA,1408,1408,1408
EOS,Neosho Memorial,Neosho,MO,USA,1409,1409,1409
EPH,Ephrata Muni,Ephrata,WA,USA,1410,1410,1410
EPM,Eastport Municipal,Eastport,ME,USA,1411,1411,1411
EQA,Captain Jack Thomas,El Dorado,KS,USA,1412,1412,1412
EQY,Monroe,Monroe,NC,USA,1413,1413,1413
ERI,Erie Intl,Erie,PA,USA,1414,1414,1414
ERV,Kerrville Muni/Louis Schreiner ,Kerrville,TX,USA,1415,1415,1415
ERY,Luce County Hale,Newberry,MI,USA,1416,1416,1416
ESC,Delta County,Escanaba,MI,USA,1417,1417,1417
ESF,Esler Regional,Alexandria,LA,USA,1418,1418,1418
ESN,Easton /Newnam ,Easton,MD,USA,1419,1419,1419
EST,Estherville Municipal,Estherville,IA,USA,1420,1420,1420
ETB,West Bend Municipal,West Bend,WI,USA,1421,1421,1421
ETC,Edgecombe County,Tarboro,NC,USA,1422,1422,1422
ETH,Wheaton Municipal,Wheaton,MN,USA,1423,1423,1423
ETN,Eastland Municipal,Eastland,TX,USA,1424,1424,1424
EUF,Weedon ,Eufaula,AL,USA,1425,1425,1425
EUG,Mahlon Sweet ,Eugene,OR,USA,1426,1426,1426
EUL,Caldwell Industrial,Caldwell (Boise),ID,USA,1427,1427,1427
EVB,New Smyrna Beach Municipal,New Smyrna Beach,FL,USA,1428,1428,1428
EVM,Eveleth-Virginia Muni,Eveleth,MN,USA,1429,1429,1429
EVU,Maryville Memorial,Maryville,MO,USA,1430,1430,1430
EVV,Evansville Regional,Evansville,IN,USA,1431,1431,1431
EVW,Evanston-Uinta County Burns ,Evanston,WY,USA,1432,1432,1432
EVY,Summit Airpark,Middletown,DE,USA,1433,1433,1433
EWB,New Bedford Municipal,New Bedford,MA,USA,1434,1434,1434
EWK,Newton-City-County,Newton,KS,USA,1435,1435,1435
EWN,Craven County Regional,New Bern,NC,USA,1436,1436,1436
EWR,Newark Intl,Newark,NJ,USA,1437,1437,1437
EWU,Newtok,Newtok,AK,USA,1438,1438,1438
EXI,Excursion Inlet SPB,Excursion Inlet,AK,USA,1439,1439,1439
EXX,Davidson County,Lexington,NC,USA,1440,1440,1440
EYE,Eagle Creek Airpark,Indianapolis,IN,USA,1441,1441,1441
EYW,Key West International,Key West,FL,USA,1442,1442,1442
EZI,Kewanee Municipal,Kewanee,IL,USA,1443,1443,1443
EZM,Eastman-Dodge County,Eastman,GA,USA,1444,1444,1444
EZZ,Cameron Memorial,Cameron,MO,USA,1445,1445,1445
F00,Jones ,Bonham,TX,USA,1446,1446,1446
F01,Quanah Municipal,Quanah,TX,USA,1447,1447,1447
F05,Vernon - Wilbarger County,Vernon,TX,USA,1448,1448,1448
F06,Marian Airpark,Wellington,TX,USA,1449,1449,1449
F08,Eufaula Municipal,Eufaula,OK,USA,1450,1450,1450
F10,Henryetta Municipal,Henryetta,OK,USA,1451,1451,1451
F12,Rusk County,Henderson,TX,USA,1452,1452,1452
F17,Center Municipal,Center,TX,USA,1453,1453,1453
F18,Cleburne Municipal,Cleburne,TX,USA,1454,1454,1454
F21,Memphis Municipal,Memphis,TX,USA,1455,1455,1455
F22,Perry Municipal,Perry,OK,USA,1456,1456,1456
F24,Minden-Webster,Minden,LA,USA,1457,1457,1457
F28,El Reno Municipal,El Reno,OK,USA,1458,1458,1458
F29,Clarence E. Page Municipal,Oklahoma City,OK,USA,1459,1459,1459
F30,Sulphur Municipal,Sulphur,OK,USA,1460,1460,1460
F31,Lake Texoma State Park,Kingston,OK,USA,1461,1461,1461
F32,Healdton Municipal,Healdton,OK,USA,1462,1462,1462
F36,Cordell Municipal,Cordell,OK,USA,1463,1463,1463
F37,Wauchula Municipal,Wauchula,FL,USA,1464,1464,1464
F39,Grayson County,Sherman/Denison,TX,USA,1465,1465,1465
F41,Ennis Municipal,Ennis,TX,USA,1466,1466,1466
F44,Athens Jones Municipal,Athens,TX,USA,1467,1467,1467
F45,North Palm Beach County General Aviation,West Palm Beach,FL,USA,1468,1468,1468
F46,Rockwall Municipal,Rockwall,TX,USA,1469,1469,1469
F49,Slaton Municipal,Slaton,TX,USA,1470,1470,1470
F51,Winnsboro Municipal,Winnsboro,TX,USA,1471,1471,1471
F53,Franklin County,Mount Vernon,TX,USA,1472,1472,1472
F55,Granbury Municipal,Granbury,TX,USA,1473,1473,1473
F56,Arledge ,Stamford,TX,USA,1474,1474,1474
F70,French Valley,Murieta/Temecula,CA,USA,1475,1475,1475
F80,Atoka Municipal,Atoka,OK,USA,1476,1476,1476
F81,Okemah Flying ,Okemah,OK,USA,1477,1477,1477
F84,Stigler Municipal,Stigler,OK,USA,1478,1478,1478
F85,Morton-Cochran County,Morton,TX,USA,1479,1479,1479
F87,Farmerville,Farmerville,LA,USA,1480,1480,1480
F88,Jonesboro,Jonesboro,LA,USA,1481,1481,1481
F89,Winnsboro Municipal,Winnsboro,LA,USA,1482,1482,1482
F91,Thomas P Stafford,Weatherford,OK,USA,1483,1483,1483
F99,Holdenville Municipal,Holdenville,OK,USA,1484,1484,1484
FAI,Fairbanks International,Fairbanks,AK,USA,1485,1485,1485
FAM,Farmington Regional,Farmington,MO,USA,1486,1486,1486
FAQ,Fitiuta,Fitiuta Village,AS,USA,1487,1487,1487
FAR,Hector International,Fargo,ND,USA,1488,1488,1488
FAT,Fresno Yosemite International,Fresno,CA,USA,1489,1489,1489
FAY,Fayetteville Municipal,Fayetteville,NC,USA,1490,1490,1490
FBL,Faribault Municipal,Faribault,MN,USA,1491,1491,1491
FBR,Fort Bridger,Fort Bridger,WY,USA,1492,1492,1492
FBY,Fairbury Municipal,Fairbury,NE,USA,1493,1493,1493
FCA,Glacier Park Intl,Kalispell,MT,USA,1494,1494,1494
FCH,Fresno-Chandler Downtown,Fresno,CA,USA,1495,1495,1495
FCI,Chesterfield County,Richmond,VA,USA,1496,1496,1496
FCM,Flying Cloud,Minneapolis,MN,USA,1497,1497,1497
FCY,Forrest City Municipal,Forrest City,AR,USA,1498,1498,1498
FDK,Frederick Municipal,Frederick,MD,USA,1499,1499,1499
FDR,Frederick Municipal,Frederick,OK,USA,1500,1500,1500
FDW,Fairfield County,Winnsboro,SC,USA,1501,1501,1501
FDY,Findlay,Findlay,OH,USA,1502,1502,1502
FEP,Albertus,Freeport,IL,USA,1503,1503,1503
FET,Fremont Municipal,Fremont,NE,USA,1504,1504,1504
FFA,First Flight,Kill Devil Hills,NC,USA,1505,1505,1505
FFC,Peachtree City - Falcon ,Atlanta,GA,USA,1506,1506,1506
FFL,Fairfield Municipal,Fairfield,IA,USA,1507,1507,1507
FFM,Fergus Falls Muni-Einar Mickelson,Fergus Falls,MN,USA,1508,1508,1508
FFT,Capital City,Frankfort,KY,USA,1509,1509,1509
FFZ,Falcon ,Mesa,AZ,USA,1510,1510,1510
FGX,Fleming-Mason,Flemingsburg,KY,USA,1511,1511,1511
FHR,Friday Harbor,Friday Harbor,WA,USA,1512,1512,1512
FHU,Libby AAF-Sierra Vista Municipal,Fort Huachuca-Sierra Vista,AZ,USA,1513,1513,1513
FIG,Clearfield-Lawrence,Clearfield,PA,USA,1514,1514,1514
FIT,Fitchburg Municipal,Fitchburg,MA,USA,1515,1515,1515
FKL,Chess-Lamberton,Franklin,PA,USA,1516,1516,1516
FKN,Franklin Municipal-John Beverly Rose,Franklin,VA,USA,1517,1517,1517
FKR,Frankfort Municipal,Frankfort,IN,USA,1518,1518,1518
FLD,Fond Du Lac County,Fond Du Lac,WI,USA,1519,1519,1519
FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,1520,1520,1520
FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,1521,1521,1521
FLO,Florence Regional,Florence,SC,USA,1522,1522,1522
FLP,Marion County Regional,Flippin,AR,USA,1523,1523,1523
FLT,Flat,Flat,AK,USA,1524,1524,1524
FLX,Fallon Municipal,Fallon,NV,USA,1525,1525,1525
FME,Tipton ,Odenton,MD,USA,1526,1526,1526
FMN,Four Corners Regional,Farmington,NM,USA,1527,1527,1527
FMY,Page ,Ft. Myers,FL,USA,1528,1528,1528
FMZ,Fairmont State,Fairmont,NE,USA,1529,1529,1529
FNB,Brenner ,Falls City,NE,USA,1530,1530,1530
FNL,Fort Collins-Loveland ,Fort Collins/Loveland,CO,USA,1531,1531,1531
FNR,Funter Bay SPB,Funter Bay,AK,USA,1532,1532,1532
FNT,Bishop,Flint,MI,USA,1533,1533,1533
FOA,Flora,Flora,IL,USA,1534,1534,1534
FOD,Fort Dodge Municipal,Fort Dodge,IA,USA,1535,1535,1535
FOE,Forbes ,Topeka,KS,USA,1536,1536,1536
FOK,Francis Gabreski,Westhampton Beach,NY,USA,1537,1537,1537
FOT,Rohnerville,Fortuna,CA,USA,1538,1538,1538
FPR,St. Lucie County International,Ft. Pierce,FL,USA,1539,1539,1539
FQD,Rutherford County-Marchman ,Rutherfordton,NC,USA,1540,1540,1540
FRG,Republic,Farmingdale,NY,USA,1541,1541,1541
FRH,French Lick Municipal,French Lick,IN,USA,1542,1542,1542
FRM,Fairmont Municipal,Fairmont,MN,USA,1543,1543,1543
FRR,Front Royal-Warren County,Front Royal,VA,USA,1544,1544,1544
FSD,Joe Foss ,Sioux Falls,SD,USA,1545,1545,1545
FSE,Fosston Municipal,Fosston,MN,USA,1546,1546,1546
FSK,Fort Scott Municipal,Fort Scott,KS,USA,1547,1547,1547
FSM,Fort Smith Regional,Fort Smith,AR,USA,1548,1548,1548
FSO,Franklin County State,Highgate,VT,USA,1549,1549,1549
FST,Fort Stockton - Pecos County,Fort Stockton,TX,USA,1550,1550,1550
FSU,Fort Sumner Municipal,Fort Sumner,NM,USA,1551,1551,1551
FSW,Fort Madison Municipal,Fort Madison,IA,USA,1552,1552,1552
FTG,Front Range,Denver,CO,USA,1553,1553,1553
FTT,Elton Hensley Memorial,Fulton,MO,USA,1554,1554,1554
FTW,Fort Worth Meacham International,Fort Worth,TX,USA,1555,1555,1555
FTY,Fulton County - Brown ,Atlanta,GA,USA,1556,1556,1556
FUL,Fullerton Municipal,Fullerton,CA,USA,1557,1557,1557
FVE,Northern Aroostook Regional,Frenchville,ME,USA,1558,1558,1558
FVX,Farmville Municipal,Farmville,VA,USA,1559,1559,1559
FWA,Fort Wayne International,Fort Wayne,IN,USA,1560,1560,1560
FWC,Fairfield Municipal,Fairfield,IL,USA,1561,1561,1561
FWN,Sussex ,Sussex,NJ,USA,1562,1562,1562
FWS,Spinks,Fort Worth,TX,USA,1563,1563,1563
FXE,Fort Lauderdale Executive,Ft. Lauderdale,FL,USA,1564,1564,1564
FXY,Forest City Municipal,Forest City,IA,USA,1565,1565,1565
FYE,Fayette County,Somerville,TN,USA,1566,1566,1566
FYM,Fayetteville Municipal,Fayetteville,TN,USA,1567,1567,1567
FYU,Fort Yukon,Fort Yukon,AK,USA,1568,1568,1568
FYV,Fayetteville Municipal,Fayetteville,AR,USA,1569,1569,1569
FZG,Fitzgerald Municipal,Fitzgerald,GA,USA,1570,1570,1570
FZI,Fostoria Metropolitan,Fostoria,OH,USA,1571,1571,1571
FZY,Oswego Cty,Fulton,NY,USA,1572,1572,1572
GAB,Gabbs,Gabbs,NV,USA,1573,1573,1573
GAD,Gadsden Municipal,Gadsden,AL,USA,1574,1574,1574
GAF,Grafton Municipal,Grafton,ND,USA,1575,1575,1575
GAG,Gage,Gage,OK,USA,1576,1576,1576
GAI,Montgomery Co Airpark,Gaithersburg,MD,USA,1577,1577,1577
GAL,Edward G. Pitka Sr.,Galena,AK,USA,1578,1578,1578
GAM,Gambell,Gambell,AK,USA,1579,1579,1579
GAS,Gallia - Meigs Regional,Gallipolis,OH,USA,1580,1580,1580
GBD,Great Bend Municipal,Great Bend,KS,USA,1581,1581,1581
GBG,Galesburg Municipal,Galesburg,IL,USA,1582,1582,1582
GBH,Galbraith Lake,Galbraith Lake,AK,USA,1583,1583,1583
GBR,Great Barrington,Great Barrington,MA,USA,1584,1584,1584
GCC,Gillette-Campbell County,Gillette,WY,USA,1585,1585,1585
GCK,Garden City Regional,Garden City,KS,USA,1586,1586,1586
GCM,Claremore Regional,Claremore,OK,USA,1587,1587,1587
GCN,Grand Canyon National Park,Grand Canyon,AZ,USA,1588,1588,1588
GCT,Guthrie County Regional,Guthrie Center,IA,USA,1589,1589,1589
GCY,Greeneville Municipal,Greeneville,TN,USA,1590,1590,1590
GDM,Gardner Municipal,Gardner,MA,USA,1591,1591,1591
GDV,Dawson Community,Glendive,MT,USA,1592,1592,1592
GDW,Gladwin,Gladwin,MI,USA,1593,1593,1593
GDY,Grundy Municipal,Grundy,VA,USA,1594,1594,1594
GED,Sussex Cty Arpt,Georgetown,DE,USA,1595,1595,1595
GEG,Spokane Intl,Spokane,WA,USA,1596,1596,1596
GEO,Brown County,Georgetown,OH,USA,1597,1597,1597
GEU,Glendale Municipal,Glendale,AZ,USA,1598,1598,1598
GEY,South Big Horn County,Greybull,WY,USA,1599,1599,1599
GEZ,Shelbyville Municipal,Shelbyville,IN,USA,1600,1600,1600
GFK,Grand Forks International,Grand Forks,ND,USA,1601,1601,1601
GFL,Floyd D. Bennett,Glens Falls,NY,USA,1602,1602,1602
GFZ,Greenfield Municipal,Greenfield,IA,USA,1603,1603,1603
GGE,Georgetown County,Georgetown,SC,USA,1604,1604,1604
GGF,Grant Municipal,Grant,NE,USA,1605,1605,1605
GGG,Gregg County,Longview,TX,USA,1606,1606,1606
GGI,Grinnell Municipal,Grinnell,IA,USA,1607,1607,1607
GGP,Logansport Municipal,Logansport,IN,USA,1608,1608,1608
GGW,Wokal Field/Glasgow Intl,Glasgow,MT,USA,1609,1609,1609
GHM,Centerville Municipal,Centerville,TN,USA,1610,1610,1610
GHW,Glenwood Municipal ,Glenwood,MN,USA,1611,1611,1611
GIF,Winter Havens Gilbert,Winter Haven,FL,USA,1612,1612,1612
GJT,Walker ,Grand Junction,CO,USA,1613,1613,1613
GKJ,Port Meadville,Meadville,PA,USA,1614,1614,1614
GKN,Gulkana,Gulkana,AK,USA,1615,1615,1615
GKT,Gatlinburg-Pigeon Forge,Sevierville,TN,USA,1616,1616,1616
GKY,Arlington Municipal,Arlington,TX,USA,1617,1617,1617
GLD,Renner Field/Goodland Municipal,Goodland,KS,USA,1618,1618,1618
GLE,Gainesville Municipal,Gainesville,TX,USA,1619,1619,1619
GLH,Mid Delta Regional,Greenville,MS,USA,1620,1620,1620
GLR,Otsego County,Gaylord,MI,USA,1621,1621,1621
GLS,Galveston-Scholes ,Galveston,TX,USA,1622,1622,1622
GLW,Glasgow Municipal,Glasgow,KY,USA,1623,1623,1623
GLY,Clinton Memorial,Clinton,MO,USA,1624,1624,1624
GMJ,Grove Municipal,Grove,OK,USA,1625,1625,1625
GMU,Greenville Downtown,Greenville,SC,USA,1626,1626,1626
GNB,Granby-Grand County,Granby,CO,USA,1627,1627,1627
GNF,Grenada Municipal,Grenada,MS,USA,1628,1628,1628
GNG,Gooding Municipal,Gooding,ID,USA,1629,1629,1629
GNT,Grants-Milan Municipal,Grants,NM,USA,1630,1630,1630
GNU,Goodnews,Goodnews,AK,USA,1631,1631,1631
GNV,Gainesville Regional,Gainesville,FL,USA,1632,1632,1632
GOK,Guthrie Municipal,Guthrie,OK,USA,1633,1633,1633
GON,Groton-New London,Groton,CT,USA,1634,1634,1634
GPH,Clay County Regional,Mosby,MO,USA,1635,1635,1635
GPM,Grand Prairie Municipal,Grand Prairie,TX,USA,1636,1636,1636
GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,1637,1637,1637
GPZ,Grand Rapids-Itasca County,Grand Rapids,MN,USA,1638,1638,1638
GQQ,Galion Municipal,Galion,OH,USA,1639,1639,1639
GRB,Austin Straubel International,Green Bay,WI,USA,1640,1640,1640
GRD,Greenwood County,Greenwood,SC,USA,1641,1641,1641
GRE,Greenville,Greenville,IL,USA,1642,1642,1642
GRI,Central Nebraska Regional ,Grand Island,NE,USA,1643,1643,1643
GRK,Robert Gray AAF,Killeen,TX,USA,1644,1644,1644
GRN,Gordon Municipal,Gordon,NE,USA,1645,1645,1645
GRO,Rota International,Rota Island,CQ,USA,1646,1646,1646
GRR,Kent County International,Grand Rapids,MI,USA,1647,1647,1647
GSH,Goshen Municipal,Goshen,IN,USA,1648,1648,1648
GSN,Saipan International,Obyan,CQ,USA,1649,1649,1649
GSO,Piedmont Triad International,Greensboro,NC,USA,1650,1650,1650
GSP,Greenville-Spartanburg,Greer,SC,USA,1651,1651,1651
GST,Gustavus,Gustavus,AK,USA,1652,1652,1652
GTF,Great Falls Intl,Great Falls,MT,USA,1653,1653,1653
GTR,Golden Triangle Regional,Columbus-Starkville-West Point,MS,USA,1654,1654,1654
GTU,Georgetown Municipal,Georgetown,TX,USA,1655,1655,1655
GUC,Gunnison County,Gunnison,CO,USA,1656,1656,1656
GUM,Guam International,Agana,GU,USA,1657,1657,1657
GUP,Gallup Municipal,Gallup,NM,USA,1658,1658,1658
GUY,Guymon Municipal,Guymon,OK,USA,1659,1659,1659
GVL,Lee Gilmer Memorial,Gainesville,GA,USA,1660,1660,1660
GVQ,Genesee Cty,Batavia,NY,USA,1661,1661,1661
GVT,Majors,Greenville,TX,USA,1662,1662,1662
GWO,Greenwood-Leflore,Greenwood,MS,USA,1663,1663,1663
GWR,Gwinner-Roger Melroe ,Gwinner,ND,USA,1664,1664,1664
GWW,Goldsboro-Wayne Municipal,Goldsboro,NC,USA,1665,1665,1665
GXY,Greeley-Weld County,Greeley,CO,USA,1666,1666,1666
GYH,Donaldson Center,Greenville,SC,USA,1667,1667,1667
GYR,Phoenix Goodyear,Goodyear,AZ,USA,1668,1668,1668
GYY,Gary/Chicago ,Gary,IN,USA,1669,1669,1669
GZH,Middleton ,Evergreen,AL,USA,1670,1670,1670
GZS,Abernathy ,Pulaski,TN,USA,1671,1671,1671
H04,Vinita Municipal,Vinita,OK,USA,1672,1672,1672
H05,Wilburton Municipal,Wilburton,OK,USA,1673,1673,1673
H19,Bowling Green Municipal,Bowling Green,MO,USA,1674,1674,1674
H21,Camdenton Memorial,Camdenton,MO,USA,1675,1675,1675
H30,Hamilton Municipal ,Hamilton,NY,USA,1676,1676,1676
H35,Clarksville Municipal,Clarksville,AR,USA,1677,1677,1677
H41,Memorial,Mexico,MO,USA,1678,1678,1678
H45,Seminole Municipal,Seminole,OK,USA,1679,1679,1679
H66,Nowata Municipal,Nowata,OK,USA,1680,1680,1680
H71,Mid-America Industrial,Pryor,OK,USA,1681,1681,1681
H79,Eldon Model Airpark,Eldon,MO,USA,1682,1682,1682
H88,Municipal,Fredericktown,MO,USA,1683,1683,1683
H92,Hominy,Hominy,OK,USA,1684,1684,1684
H96,Benton Municipal,Benton,IL,USA,1685,1685,1685
H97,Pawnee Municipal,Pawnee,OK,USA,1686,1686,1686
HAB,Marion County,Hamilton,AL,USA,1687,1687,1687
HAE,Hannibal Municipal,Hannibal,MO,USA,1688,1688,1688
HAF,Half Moon Bay,Half Moon Bay,CA,USA,1689,1689,1689
HAI,Three Rivers Municipal,Three Rivers,MI,USA,1690,1690,1690
HAO,Hamilton-Fairfield,Hamilton,OH,USA,1691,1691,1691
HAY,Haycock,Haycock,AK,USA,1692,1692,1692
HBC,Mohall Municipal,Mohall,ND,USA,1693,1693,1693
HBG,Bobby L. Chain Municipal,Hattiesburg,MS,USA,1694,1694,1694
HBR,Hobart Municipal,Hobart,OK,USA,1695,1695,1695
HBV,Jim Hogg County,Hebbronville,TX,USA,1696,1696,1696
HBZ,Heber Springs Municipal,Heber Springs,AR,USA,1697,1697,1697
HCD,Hutchinson Municipal,Hutchinson,MN,USA,1698,1698,1698
HCO,Hallock Municipal,Hallock,MN,USA,1699,1699,1699
HDC,Hammond Municipal,Hammond,LA,USA,1700,1700,1700
HDE,Brewster ,Holdredge,NE,USA,1701,1701,1701
HDH,Dillingham Airfield,Mokuleia,HI,USA,1702,1702,1702
HDI,Hardwick ,Cleveland,TN,USA,1703,1703,1703
HDN,Yampa Valley,Hayden,CO,USA,1704,1704,1704
HDO,Hondo Municipal,Hondo,TX,USA,1705,1705,1705
HEE,Thompson-Robbins,Helena-West Helena,AR,USA,1706,1706,1706
HEF,Manassas Reg./Harry P Davis ,Manassas,VA,USA,1707,1707,1707
HEI,Hettinger Municipal,Hettinger,ND,USA,1708,1708,1708
HEQ,Holyoke,Holyoke,CO,USA,1709,1709,1709
HEZ,Natchez-Adams County,Natchez,MS,USA,1710,1710,1710
HFD,Hartford Brainard,Hartford,CT,USA,1711,1711,1711
HFY,Greenwood Municipal,Indianapolis/Greenwood,IN,USA,1712,1712,1712
HGR,Hagerstown Regional-Richard Henson ,Hagerstown,MD,USA,1713,1713,1713
HHF,Hemphill County,Canadian,TX,USA,1714,1714,1714
HHG,Huntington Municipal,Huntington,IN,USA,1715,1715,1715
HHH,Hilton Head,NA,NA,USA,1716,1716,1716
HHR,Jack Northrop Field/Hawthorne Municipal,Hawthorne,CA,USA,1717,1717,1717
HHW,Stan Stamper Municipal,Hugo,OK,USA,1718,1718,1718
HI01,Princeville,Hanalei,HI,USA,1719,1719,1719
HIB,Chisholm-Hibbing,Hibbing,MN,USA,1720,1720,1720
HIE,Mt Washington Regional,Whitefield,NH,USA,1721,1721,1721
HIG,Higginsville Industrial Municipal,Higginsville,MO,USA,1722,1722,1722
HII,Lake Havasu City,Lake Havasu City,AZ,USA,1723,1723,1723
HIO,Portland-Hillsboro,Hillsboro (Portland),OR,USA,1724,1724,1724
HJH,Hebron Municipal,Hebron,NE,USA,1725,1725,1725
HJO,Hanford Municipal,Hanford,CA,USA,1726,1726,1726
HKA,Blytheville Municipal,Blytheville,AR,USA,1727,1727,1727
HKS,Hawkins ,Jackson,MS,USA,1728,1728,1728
HKY,Hickory Municipal,Hickory,NC,USA,1729,1729,1729
HLC,Hill City Municipal,Hill City,KS,USA,1730,1730,1730
HLG,Wheeling-Ohio Cty,Wheeling,WV,USA,1731,1731,1731
HLN,Helena Regional,Helena,MT,USA,1732,1732,1732
HLX,Twin County,Galax,VA,USA,1733,1733,1733
HMT,Hemet-Ryan,Hemet,CA,USA,1734,1734,1734
HMZ,Bedford County,Bedford,PA,USA,1735,1735,1735
HNB,Huntingburg,Huntingburg,IN,USA,1736,1736,1736
HNH,Hoonah,Hoonah,AK,USA,1737,1737,1737
HNL,Honolulu International,Honolulu,HI,USA,1738,1738,1738
HNM,Hana,Hana,HI,USA,1739,1739,1739
HNR,Harlan Municipal,Harlan,IA,USA,1740,1740,1740
HNS,Haines,Haines,AK,USA,1741,1741,1741
HNZ,Henderson-Oxford,Oxford,NC,USA,1742,1742,1742
HOB,Lea County Regional,Hobbs,NM,USA,1743,1743,1743
HOC,Highland County,Hillsboro,OH,USA,1744,1744,1744
HOE,Homerville,Homerville,GA,USA,1745,1745,1745
HOM,Homer,Homer,AK,USA,1746,1746,1746
HON,Huron Regional,Huron,SD,USA,1747,1747,1747
HOT,Memorial ,Hot Springs,AR,USA,1748,1748,1748
HOU,William P Hobby,Houston,TX,USA,1749,1749,1749
HPB,Hooper Bay,Hooper Bay,AK,USA,1750,1750,1750
HPN,Westchester Cty,White Plains,NY,USA,1751,1751,1751
HPT,Hampton Municipal,Hampton,IA,USA,1752,1752,1752
HQG,Hugoton Municipal,Hugoton,KS,USA,1753,1753,1753
HQM,Bowerman,Hoquiam,WA,USA,1754,1754,1754
HQU,Thomson-McDuffie County,Thomson,GA,USA,1755,1755,1755
HQZ,Mesquite Metro,Mesquite,TX,USA,1756,1756,1756
HRI,Hermiston Muni,Hermiston,OR,USA,1757,1757,1757
HRL,Valley International,Harlingen,TX,USA,1758,1758,1758
HRO,Boone County,Harrison,AR,USA,1759,1759,1759
HRR,Healy River,Healy,AK,USA,1760,1760,1760
HRU,Herington Municipal,Herington,KS,USA,1761,1761,1761
HRX,Hereford Municipal,Hereford,TX,USA,1762,1762,1762
HSA,Stennis International,Bay St Louis,MS,USA,1763,1763,1763
